#AP, x coordinate (-1 = unknown), y coordinate (-1 = unknown), z coordinate (floor, 99 = unknown)
ResBldg24AP1,818412.0432,439962.8413,1
ResBldg24AP2,818395.9739,440023.6966,3
ResBldg25AP1,820589.8494,439528.2126,3
ResBldg25AP2,820589.3068,439527.992,1
ResBldg26AP1,-1,-1,99
ResBldg27AP1,-1,-1,99
ResBldg28AP1,-1,-1,99
ResBldg29AP1,-1,-1,99
ResBldg2AP1,-1,-1,99
ResBldg30AP1,821095.7557,439510.3298,1
ResBldg30AP2,821141.4493,439383.4824,4
ResBldg30AP3,821141.4471,439383.5719,1
ResBldg30AP4,821095.8452,439510.332,4
ResBldg31AP1,818513.8308,439962.9099,1
ResBldg31AP2,818611.5704,439964.8776,1
ResBldg31AP3,818564.2766,439964.6073,3
ResBldg32AP1,-1,-1,99
ResBldg33AP1,820526.876,439494.067,2
ResBldg33AP2,820520.9964,439509.903,0
ResBldg34AP1,-1,-1,99
ResBldg35AP1,-1,-1,99
ResBldg36AP1,819047.4208,440649.5809,3
ResBldg36AP2,819078.6011,440654.0607,0
ResBldg37AP1,-1,-1,99
ResBldg38AP1,819392.6011,440500.2387,0
ResBldg38AP2,819400.7803,440565.8108,0
ResBldg38AP3,819393.1208,440536.079,3
ResBldg39AP1,819216,440662.2667,2
ResBldg3AP1,820356.3913,439366.5519,4
ResBldg3AP2,820353.2046,439279.8846,0
ResBldg3AP3,820365.6054,439297.8473,4
ResBldg3AP4,820346.3992,439379.0523,0
ResBldg3AP5,820366.8841,439388.7801,4
ResBldg41AP1,820298.4206,438889.8565,3
ResBldg41AP2,820301.2624,438890.7456,1
ResBldg41AP3,820219.3047,438868.5361,3
ResBldg41AP4,820219.55,438868.5406,1
ResBldg42AP1,-1,-1,99
ResBldg43AP1,817795.9445,439799.3442,4
ResBldg43AP2,817737.9517,439756.6505,1
ResBldg43AP3,817796.7184,439800.7396,1
ResBldg43AP4,817734.9875,439756.647,4
ResBldg44AP1,819267.5325,439684.6246,1
ResBldg44AP2,819229.5628,439728.9882,3
ResBldg44AP3,819267.4278,439681.4921,3
ResBldg44AP4,819228.7936,439730.4469,1
ResBldg46AP1,-1,-1,99
ResBldg47AP1,819107.0996,440704.8382,2
ResBldg48AP1,-1,-1,99
ResBldg49AP1,819463.8676,440602.0772,0
ResBldg4AP1,-1,-1,99
ResBldg50AP1,-1,-1,99
ResBldg52AP1,820973.9572,439359.6102,0
ResBldg53AP1,821571.7591,439203.8012,99
ResBldg54AP1,817748.7965,439349.9951,2
ResBldg54AP2,817810.3253,439287.5273,2
ResBldg54AP3,817886.246,439304.5953,2
ResBldg54AP4,817855.0587,439320.1422,2
ResBldg54AP5,817714.3237,439347.5825,2
ResBldg54AP6,817778.7047,439302.6441,2
ResBldg55AP1,817674.6133,439624.7928,1
ResBldg55AP2,817721.1001,439563.625,4
ResBldg55AP3,817674.4992,439637.2014,4
ResBldg55AP4,817710.5654,439569.4293,1
ResBldg56AP10,819657.9585,438756.1051,1
ResBldg56AP11,819762.0032,438736.3791,5
ResBldg56AP12,819665.1774,438724.9648,3
ResBldg56AP13,819663.3311,438668.34,4
ResBldg56AP14,819656.9367,438811.533,5
ResBldg56AP1,819707.9127,438759.3513,1
ResBldg56AP2,-1,-1,99
ResBldg56AP3,819664.8484,438726.5702,5
ResBldg56AP4,819779.1122,438752.967,0
ResBldg56AP5,819761.7649,438736.4798,3
ResBldg56AP6,-1,-1,99
ResBldg56AP7,819761.7649,438736.4798,2
ResBldg56AP8,819659.4584,438781.2709,2
ResBldg56AP9,819664.5971,438730.7343,2
ResBldg57AP1,820508.7389,438888.4432,1
ResBldg57AP2,820423.8682,438949.3711,1
ResBldg57AP3,820488.9788,438961.7071,1
ResBldg57AP4,820484.76,438967.6075,3
ResBldg57AP5,820423.4316,438951.0991,3
ResBldg57AP6,820508.739,438888.4429,3
ResBldg58AP1,-1,-1,99
ResBldg5AP1,-1,-1,99
ResBldg60AP1,817887.5333,439391.2202,2
ResBldg60AP2,817976.4862,439330.7369,2
ResBldg60AP3,818024.5292,439362.9396,2
ResBldg60AP4,818021.5024,439393.5784,2
ResBldg60AP5,817949.5761,439345.2056,2
ResBldg60AP6,817918.2783,439393.7902,2
ResBldg61AP1,820813.4482,439275.4755,2
ResBldg62AP1,820165.8789,439820.1659,4
ResBldg62AP2,820100.7229,439827.9128,1
ResBldg62AP3,820101.171,439830.8279,4
ResBldg62AP4,820165.4306,439817.2508,1
ResBldg63AP1,818860.3233,439687.8577,1
ResBldg63AP2,818860.7845,439687.8111,4
ResBldg64AP1,-1,-1,99
ResBldg66AP1,820666.03,439563.0975,0
ResBldg66AP2,820674.3392,439539.0242,2
ResBldg67AP1,819660.3517,440713.4264,0
ResBldg68AP1,-1,-1,99
ResBldg69AP1,-1,-1,99
ResBldg69AP2,-1,-1,99
ResBldg69AP3,-1,-1,99
ResBldg69AP4,-1,-1,99
ResBldg69AP5,-1,-1,99
ResBldg69AP6,-1,-1,99
ResBldg69AP7,-1,-1,99
ResBldg69AP8,-1,-1,99
ResBldg6AP1,820931.7419,439319.7117,0
ResBldg6AP2,820876.4217,439329.3775,3
ResBldg71AP1,-1,-1,99
ResBldg71AP2,-1,-1,99
ResBldg72AP1,818635.5659,440228.1854,0
ResBldg73AP1,-1,-1,99
ResBldg74AP1,817558.1965,439524.7671,4
ResBldg74AP2,817529.7296,439460.3306,1
ResBldg74AP3,817558.4475,439513.6762,1
ResBldg74AP4,817526.3728,439458.3639,4
ResBldg75AP1,-1,-1,99
ResBldg76AP1,818564.2195,440584.2011,2
ResBldg76AP2,818560.3071,440573.6893,0
ResBldg78AP1,-1,-1,99
ResBldg79AP1,820211.0133,440275.651,0
ResBldg7AP1,821317.5434,439591.3577,99
ResBldg7AP2,821310.6076,439637.8896,99
ResBldg80AP1,820929.404,439526.5228,3
ResBldg80AP2,820909.9435,439460.6167,3
ResBldg80AP3,820895.0879,439493.4102,4
ResBldg80AP4,820895.0497,439493.4294,1
ResBldg81AP1,-1,-1,99
ResBldg82AP1,820309.9777,439664.208,1
ResBldg82AP2,820311.4498,439718.7001,3
ResBldg82AP3,820310.7256,439662.6696,2
ResBldg82AP4,820310.8592,439720.0455,1
ResBldg83AP1,817984.0665,439791.5807,1
ResBldg83AP2,817887.7818,439789.236,3
ResBldg83AP3,817864.3618,439846.4692,1
ResBldg83AP4,817887.2201,439795.0394,0
ResBldg83AP5,817864.4736,439846.5856,2
ResBldg83AP6,817882.0692,439845.6287,4
ResBldg83AP7,818000.2485,439787.1495,2
ResBldg83AP8,817978.7231,439783.2207,4
ResBldg84AP1,820388.5362,439474.5062,4
ResBldg84AP2,820389.0728,439476.3376,0
ResBldg84AP3,820375.5069,439466.1432,2
ResBldg85AP1,-1,-1,99
ResBldg85AP2,821660.2494,439408.2847,99
ResBldg86AP1,821253.1652,439848.4919,0
ResBldg86AP2,821262.8092,439769.1301,0
ResBldg87AP1,821331.3837,439475.5983,1
ResBldg87AP2,821331.3837,439475.5983,2
ResBldg88AP1,-1,-1,99
ResBldg89AP10,820595.6005,440907.8611,0
ResBldg89AP1,820592.2109,440909.8607,3
ResBldg89AP2,820595.6005,440907.8611,1
ResBldg89AP3,820592.306,440909.8009,4
ResBldg89AP4,820686.4015,440849.1444,3
ResBldg89AP5,820595.5407,440907.766,2
ResBldg89AP6,820673.9296,440853.8036,0
ResBldg89AP7,820698.2729,440840.6785,1
ResBldg89AP8,820686.4613,440849.2395,4
ResBldg89AP9,820683.1669,440851.1793,2
ResBldg90AP1,818998.791,439682.2108,1
ResBldg90AP2,818993.9589,439681.9131,4
ResBldg91AP1,819074.113,439685.6368,3
ResBldg91AP2,819111.5802,439719.9887,1
ResBldg91AP3,819111.5793,439720.019,3
ResBldg91AP4,819074.1139,439685.6063,1
ResBldg92AP1,820119.8504,438471.5752,3
ResBldg92AP2,820093.506,438473.1584,0
ResBldg92AP3,820063.0086,438467.9934,3
